,text,ershoufanglianjie,xiaoquyu
0,白云山风景区,https://gz.lianjia.com/ershoufang/baiyunshanfengjingqu/,baiyunshanfengjingqu
1,岑村,https://gz.lianjia.com/ershoufang/cencun/,cencun
2,车陂,https://gz.lianjia.com/ershoufang/chebei/,chebei
3,长兴,https://gz.lianjia.com/ershoufang/changxing1/,changxing1
4,东圃,https://gz.lianjia.com/ershoufang/dongpu/,dongpu
5,东莞庄,https://gz.lianjia.com/ershoufang/dongguanzhuang/,dongguanzhuang
6,东站,https://gz.lianjia.com/ershoufang/dongzhan/,dongzhan
7,高唐,https://gz.lianjia.com/ershoufang/gaotang/,gaotang
8,华景新城,https://gz.lianjia.com/ershoufang/huajingxincheng/,huajingxincheng
9,黄村,https://gz.lianjia.com/ershoufang/huangcun/,huangcun
10,汇景新城,https://gz.lianjia.com/ershoufang/huijingxincheng/,huijingxincheng
11,科学城,https://gz.lianjia.com/ershoufang/kexuecheng/,kexuecheng
12,龙洞,https://gz.lianjia.com/ershoufang/longdong/,longdong
13,龙口东,https://gz.lianjia.com/ershoufang/longkoudong/,longkoudong
14,龙口西,https://gz.lianjia.com/ershoufang/longkouxi/,longkouxi
15,石牌,https://gz.lianjia.com/ershoufang/shipai1/,shipai1
16,水荫,https://gz.lianjia.com/ershoufang/shuiyin/,shuiyin
17,沙太北,https://gz.lianjia.com/ershoufang/shataibei/,shataibei
18,沙太南,https://gz.lianjia.com/ershoufang/shatainan/,shatainan
19,沙河,https://gz.lianjia.com/ershoufang/shahe1/,shahe1
20,天河北,https://gz.lianjia.com/ershoufang/tianhebei/,tianhebei
21,天河公园,https://gz.lianjia.com/ershoufang/tianhegongyuan/,tianhegongyuan
22,同和,https://gz.lianjia.com/ershoufang/tonghe1/,tonghe1
23,棠下,https://gz.lianjia.com/ershoufang/tangxia1/,tangxia1
24,天河南,https://gz.lianjia.com/ershoufang/tianhenan/,tianhenan
25,体育中心,https://gz.lianjia.com/ershoufang/tiyuzhongxin/,tiyuzhongxin
26,天润路,https://gz.lianjia.com/ershoufang/tianrunlu/,tianrunlu
27,五山,https://gz.lianjia.com/ershoufang/wushan/,wushan
28,员村,https://gz.lianjia.com/ershoufang/yuancun/,yuancun
29,粤垦,https://gz.lianjia.com/ershoufang/yueken/,yueken
30,珠江新城东,https://gz.lianjia.com/ershoufang/zhujiangxinchengdong/,zhujiangxinchengdong
31,珠江新城西,https://gz.lianjia.com/ershoufang/zhujiangxinchengxi/,zhujiangxinchengxi
32,珠江新城中,https://gz.lianjia.com/ershoufang/zhujiangxinchengzhong/,zhujiangxinchengzhong
33,白云山风景区,https://gz.lianjia.com/ershoufang/baiyunshanfengjingqu/,baiyunshanfengjingqu
34,北京路,https://gz.lianjia.com/ershoufang/beijinglu/,beijinglu
35,东风西,https://gz.lianjia.com/ershoufang/dongfengxi/,dongfengxi
36,东风东,https://gz.lianjia.com/ershoufang/dongfengdong/,dongfengdong
37,东湖,https://gz.lianjia.com/ershoufang/donghu1/,donghu1
38,东川路,https://gz.lianjia.com/ershoufang/dongchuanlu/,dongchuanlu
39,东山口,https://gz.lianjia.com/ershoufang/dongshankou/,dongshankou
40,二沙岛,https://gz.lianjia.com/ershoufang/ershadao/,ershadao
41,广园路,https://gz.lianjia.com/ershoufang/guangyuanlu/,guangyuanlu
42,桂花岗,https://gz.lianjia.com/ershoufang/guihuagang/,guihuagang
43,环市东,https://gz.lianjia.com/ershoufang/huanshidong/,huanshidong
44,海珠广场,https://gz.lianjia.com/ershoufang/haizhuguangchang/,haizhuguangchang
45,黄花岗,https://gz.lianjia.com/ershoufang/huanghuagang/,huanghuagang
46,机场路,https://gz.lianjia.com/ershoufang/jichanglu/,jichanglu
47,解放北,https://gz.lianjia.com/ershoufang/jiefangbei/,jiefangbei
48,建设路,https://gz.lianjia.com/ershoufang/jianshelu1/,jianshelu1
49,解放南,https://gz.lianjia.com/ershoufang/jiefangnan/,jiefangnan
50,麓景,https://gz.lianjia.com/ershoufang/lujing/,lujing
51,流花站前,https://gz.lianjia.com/ershoufang/liuhuazhanqian/,liuhuazhanqian
52,农讲所,https://gz.lianjia.com/ershoufang/nongjiangsuo/,nongjiangsuo
53,盘福,https://gz.lianjia.com/ershoufang/panfu/,panfu
54,人民路,https://gz.lianjia.com/ershoufang/renminlu/,renminlu
55,人民北,https://gz.lianjia.com/ershoufang/renminbei1/,renminbei1
56,三元里,https://gz.lianjia.com/ershoufang/sanyuanli/,sanyuanli
57,水荫,https://gz.lianjia.com/ershoufang/shuiyin/,shuiyin
58,沙河,https://gz.lianjia.com/ershoufang/shahe1/,shahe1
59,同德围,https://gz.lianjia.com/ershoufang/tongdewei/,tongdewei
60,淘金,https://gz.lianjia.com/ershoufang/taojin/,taojin
61,五羊新城,https://gz.lianjia.com/ershoufang/wuyangxincheng/,wuyangxincheng
62,小北,https://gz.lianjia.com/ershoufang/xiaobei/,xiaobei
63,西门口,https://gz.lianjia.com/ershoufang/ximenkou/,ximenkou
64,西华路,https://gz.lianjia.com/ershoufang/xihualu/,xihualu
65,杨箕,https://gz.lianjia.com/ershoufang/yangji/,yangji
66,越秀南,https://gz.lianjia.com/ershoufang/yuexiunan/,yuexiunan
67,珠江新城西,https://gz.lianjia.com/ershoufang/zhujiangxinchengxi/,zhujiangxinchengxi
68,陈家祠,https://gz.lianjia.com/ershoufang/chenjiaci/,chenjiaci
69,茶滘,https://gz.lianjia.com/ershoufang/chajiao/,chajiao
70,大坦沙,https://gz.lianjia.com/ershoufang/datansha/,datansha
71,东风西,https://gz.lianjia.com/ershoufang/dongfengxi/,dongfengxi
72,东塱,https://gz.lianjia.com/ershoufang/donglang/,donglang
73,汾水,https://gz.lianjia.com/ershoufang/fenshui/,fenshui
74,芳村大道,https://gz.lianjia.com/ershoufang/fangcundadao/,fangcundadao
75,黄沙,https://gz.lianjia.com/ershoufang/huangsha/,huangsha
76,鹤洞,https://gz.lianjia.com/ershoufang/hedong1/,hedong1
77,花地大道,https://gz.lianjia.com/ershoufang/huadidadao/,huadidadao
78,滘口,https://gz.lianjia.com/ershoufang/jiaokou1/,jiaokou1
79,坑口,https://gz.lianjia.com/ershoufang/kengkou/,kengkou
80,龙溪,https://gz.lianjia.com/ershoufang/longxi1/,longxi1
81,流花站前,https://gz.lianjia.com/ershoufang/liuhuazhanqian/,liuhuazhanqian
82,荔湾路,https://gz.lianjia.com/ershoufang/liwanlu/,liwanlu
83,南岸路,https://gz.lianjia.com/ershoufang/nananlu/,nananlu
84,人民路,https://gz.lianjia.com/ershoufang/renminlu/,renminlu
85,人民北,https://gz.lianjia.com/ershoufang/renminbei1/,renminbei1
86,三元里,https://gz.lianjia.com/ershoufang/sanyuanli/,sanyuanli
87,西关,https://gz.lianjia.com/ershoufang/xiguan/,xiguan
88,西村,https://gz.lianjia.com/ershoufang/xicun/,xicun
89,西场,https://gz.lianjia.com/ershoufang/xichang/,xichang
90,西华路,https://gz.lianjia.com/ershoufang/xihualu/,xihualu
91,中山八,https://gz.lianjia.com/ershoufang/zhongshanba1/,zhongshanba1
92,宝岗,https://gz.lianjia.com/ershoufang/baogang/,baogang
93,滨江中,https://gz.lianjia.com/ershoufang/binjiangzhong/,binjiangzhong
94,滨江西,https://gz.lianjia.com/ershoufang/binjiangxi/,binjiangxi
95,滨江东,https://gz.lianjia.com/ershoufang/binjiangdong/,binjiangdong
96,赤岗,https://gz.lianjia.com/ershoufang/chigang/,chigang
97,昌岗,https://gz.lianjia.com/ershoufang/changgang1/,changgang1
98,东晓路,https://gz.lianjia.com/ershoufang/dongxiaolu/,dongxiaolu
99,东晓南,https://gz.lianjia.com/ershoufang/dongxiaonan/,dongxiaonan
100,工业大道中,https://gz.lianjia.com/ershoufang/gongyedadaozhong/,gongyedadaozhong
101,广州大道南,https://gz.lianjia.com/ershoufang/guangzhoudadaonan/,guangzhoudadaonan
102,官洲,https://gz.lianjia.com/ershoufang/guanzhou/,guanzhou
103,工业大道南,https://gz.lianjia.com/ershoufang/gongyedadaonan/,gongyedadaonan
104,工业大道北,https://gz.lianjia.com/ershoufang/gongyedadaobei/,gongyedadaobei
105,江南大道,https://gz.lianjia.com/ershoufang/jiangnandadao/,jiangnandadao
106,江南西,https://gz.lianjia.com/ershoufang/jiangnanxi/,jiangnanxi
107,江燕路,https://gz.lianjia.com/ershoufang/jiangyanlu/,jiangyanlu
108,金碧,https://gz.lianjia.com/ershoufang/jinbi/,jinbi
109,南洲,https://gz.lianjia.com/ershoufang/nanzhou/,nanzhou
110,琶洲,https://gz.lianjia.com/ershoufang/pazhou/,pazhou
111,前进路,https://gz.lianjia.com/ershoufang/qianjinlu/,qianjinlu
112,同福,https://gz.lianjia.com/ershoufang/tongfu/,tongfu
113,新港西,https://gz.lianjia.com/ershoufang/xingangxi/,xingangxi
114,瀛洲,https://gz.lianjia.com/ershoufang/yingzhou1/,yingzhou1
115,长洲岛,https://gz.lianjia.com/ershoufang/changzhoudao1/,changzhoudao1
116,大石,https://gz.lianjia.com/ershoufang/dashi/,dashi
117,大学城,https://gz.lianjia.com/ershoufang/daxuecheng/,daxuecheng
118,汉溪,https://gz.lianjia.com/ershoufang/hanxi/,hanxi
119,华南,https://gz.lianjia.com/ershoufang/huanan1/,huanan1
120,洛溪,https://gz.lianjia.com/ershoufang/luoxi/,luoxi
121,南浦,https://gz.lianjia.com/ershoufang/nanpu/,nanpu
122,祈福,https://gz.lianjia.com/ershoufang/qifu/,qifu
123,石楼镇,https://gz.lianjia.com/ershoufang/shilouzhen/,shilouzhen
124,市桥东,https://gz.lianjia.com/ershoufang/shiqiaodong/,shiqiaodong
125,沙湾,https://gz.lianjia.com/ershoufang/shawan1/,shawan1
126,市桥,https://gz.lianjia.com/ershoufang/shiqiao1/,shiqiao1
127,石基,https://gz.lianjia.com/ershoufang/shiji1/,shiji1
128,星河湾,https://gz.lianjia.com/ershoufang/xinghewan/,xinghewan
129,新造,https://gz.lianjia.com/ershoufang/xinzao/,xinzao
130,亚运大道中,https://gz.lianjia.com/ershoufang/yayundadaozhong/,yayundadaozhong
131,雅居乐,https://gz.lianjia.com/ershoufang/yajule1/,yajule1
132,亚运城,https://gz.lianjia.com/ershoufang/yayuncheng/,yayuncheng
133,钟村,https://gz.lianjia.com/ershoufang/zhongcun/,zhongcun
134,白云大道南,https://gz.lianjia.com/ershoufang/baiyundadaonan/,baiyundadaonan
135,白云山风景区,https://gz.lianjia.com/ershoufang/baiyunshanfengjingqu/,baiyunshanfengjingqu
136,白云大道北,https://gz.lianjia.com/ershoufang/baiyundadaobei/,baiyundadaobei
137,从化,https://gz.lianjia.com/ershoufang/conghua1/,conghua1
138,大金钟,https://gz.lianjia.com/ershoufang/dajinzhong/,dajinzhong
139,广园路,https://gz.lianjia.com/ershoufang/guangyuanlu/,guangyuanlu
140,桂花岗,https://gz.lianjia.com/ershoufang/guihuagang/,guihuagang
141,黄石路,https://gz.lianjia.com/ershoufang/huangshilu/,huangshilu
142,金沙洲,https://gz.lianjia.com/ershoufang/jinshazhou/,jinshazhou
143,机场路,https://gz.lianjia.com/ershoufang/jichanglu/,jichanglu
144,旧区,https://gz.lianjia.com/ershoufang/jiuqu/,jiuqu
145,江高镇,https://gz.lianjia.com/ershoufang/jianggaozhen/,jianggaozhen
146,科学城,https://gz.lianjia.com/ershoufang/kexuecheng/,kexuecheng
147,罗冲围,https://gz.lianjia.com/ershoufang/luochongwei/,luochongwei
148,麓景,https://gz.lianjia.com/ershoufang/lujing/,lujing
149,良田镇,https://gz.lianjia.com/ershoufang/liangtianzhen/,liangtianzhen
150,南湖,https://gz.lianjia.com/ershoufang/nanhu5/,nanhu5
151,人和,https://gz.lianjia.com/ershoufang/renhe1/,renhe1
152,石井,https://gz.lianjia.com/ershoufang/shijing/,shijing
153,三元里,https://gz.lianjia.com/ershoufang/sanyuanli/,sanyuanli
154,神山镇,https://gz.lianjia.com/ershoufang/shenshanzhen/,shenshanzhen
155,沙太北,https://gz.lianjia.com/ershoufang/shataibei/,shataibei
156,沙太南,https://gz.lianjia.com/ershoufang/shatainan/,shatainan
157,沙河,https://gz.lianjia.com/ershoufang/shahe1/,shahe1
158,同德围,https://gz.lianjia.com/ershoufang/tongdewei/,tongdewei
159,太和,https://gz.lianjia.com/ershoufang/taihe/,taihe
160,同和,https://gz.lianjia.com/ershoufang/tonghe1/,tonghe1
161,新市,https://gz.lianjia.com/ershoufang/xinshi/,xinshi
162,西村,https://gz.lianjia.com/ershoufang/xicun/,xicun
163,新区,https://gz.lianjia.com/ershoufang/xinqu1/,xinqu1
164,钟落谭,https://gz.lianjia.com/ershoufang/zhongluotan/,zhongluotan
165,长洲岛,https://gz.lianjia.com/ershoufang/changzhoudao1/,changzhoudao1
166,东圃,https://gz.lianjia.com/ershoufang/dongpu/,dongpu
167,凤凰城,https://gz.lianjia.com/ershoufang/fenghuangcheng/,fenghuangcheng
168,高唐,https://gz.lianjia.com/ershoufang/gaotang/,gaotang
169,黄村,https://gz.lianjia.com/ershoufang/huangcun/,huangcun
170,开发西区,https://gz.lianjia.com/ershoufang/kaifaxiqu/,kaifaxiqu
171,科学城,https://gz.lianjia.com/ershoufang/kexuecheng/,kexuecheng
172,开发区,https://gz.lianjia.com/ershoufang/kaifaqu3/,kaifaqu3
173,开发东区,https://gz.lianjia.com/ershoufang/kaifadongqu/,kaifadongqu
174,良田镇,https://gz.lianjia.com/ershoufang/liangtianzhen/,liangtianzhen
175,龙洞,https://gz.lianjia.com/ershoufang/longdong/,longdong
176,区府,https://gz.lianjia.com/ershoufang/qufu/,qufu
177,新塘,https://gz.lianjia.com/ershoufang/xintang/,xintang
178,中新镇,https://gz.lianjia.com/ershoufang/zhongxinzhen/,zhongxinzhen
179,知识城,https://gz.lianjia.com/ershoufang/zhishicheng/,zhishicheng
180,鳌头镇,https://gz.lianjia.com/ershoufang/aotouzhen/,aotouzhen
181,从化,https://gz.lianjia.com/ershoufang/conghua1/,conghua1
182,良口镇,https://gz.lianjia.com/ershoufang/liangkouzhen/,liangkouzhen
183,流溪河半岛,https://gz.lianjia.com/ershoufang/liuxihebandao/,liuxihebandao
184,温泉镇,https://gz.lianjia.com/ershoufang/wenquanzhen/,wenquanzhen
185,福和镇,https://gz.lianjia.com/ershoufang/fuhezhen/,fuhezhen
186,凤凰城,https://gz.lianjia.com/ershoufang/fenghuangcheng/,fenghuangcheng
187,开发东区,https://gz.lianjia.com/ershoufang/kaifadongqu/,kaifadongqu
188,荔城,https://gz.lianjia.com/ershoufang/licheng1/,licheng1
189,派潭镇,https://gz.lianjia.com/ershoufang/paitanzhen/,paitanzhen
190,石滩镇,https://gz.lianjia.com/ershoufang/shitanzhen/,shitanzhen
191,小楼镇,https://gz.lianjia.com/ershoufang/xiaolouzhen/,xiaolouzhen
192,新塘,https://gz.lianjia.com/ershoufang/xintang/,xintang
193,中新镇,https://gz.lianjia.com/ershoufang/zhongxinzhen/,zhongxinzhen
194,增江,https://gz.lianjia.com/ershoufang/zengjiang/,zengjiang
195,正果镇,https://gz.lianjia.com/ershoufang/zhengguozhen/,zhengguozhen
196,朱村,https://gz.lianjia.com/ershoufang/zhucun/,zhucun
197,北兴镇,https://gz.lianjia.com/ershoufang/beixingzhen/,beixingzhen
198,赤坭镇,https://gz.lianjia.com/ershoufang/chinizhen/,chinizhen
199,芙蓉镇,https://gz.lianjia.com/ershoufang/furongzhen/,furongzhen
200,花东镇,https://gz.lianjia.com/ershoufang/huadongzhen/,huadongzhen
201,花山镇,https://gz.lianjia.com/ershoufang/huashanzhen/,huashanzhen
202,旧区,https://gz.lianjia.com/ershoufang/jiuqu/,jiuqu
203,人和,https://gz.lianjia.com/ershoufang/renhe1/,renhe1
204,神山镇,https://gz.lianjia.com/ershoufang/shenshanzhen/,shenshanzhen
205,山前大道,https://gz.lianjia.com/ershoufang/shanqiandadao/,shanqiandadao
206,狮岭,https://gz.lianjia.com/ershoufang/shiling/,shiling
207,铁路西,https://gz.lianjia.com/ershoufang/tieluxi/,tieluxi
208,炭步镇,https://gz.lianjia.com/ershoufang/tanbuzhen/,tanbuzhen
209,新区,https://gz.lianjia.com/ershoufang/xinqu1/,xinqu1
210,大岗镇,https://gz.lianjia.com/ershoufang/dagangzhen/,dagangzhen
211,东涌镇,https://gz.lianjia.com/ershoufang/dongyongzhen/,dongyongzhen
212,黄阁,https://gz.lianjia.com/ershoufang/huangge/,huangge
213,横沥镇,https://gz.lianjia.com/ershoufang/henglizhen2/,henglizhen2
214,金洲,https://gz.lianjia.com/ershoufang/jinzhou2/,jinzhou2
215,榄核镇,https://gz.lianjia.com/ershoufang/lanhezhen/,lanhezhen
216,南沙区府,https://gz.lianjia.com/ershoufang/nanshaqufu/,nanshaqufu
217,新垦镇,https://gz.lianjia.com/ershoufang/xinkenzhen/,xinkenzhen
218,鱼窝头镇,https://gz.lianjia.com/ershoufang/yuwotouzhen/,yuwotouzhen
